,File,Length,reader
156,1462-170145-0012.flac,2.7,1462
157,1462-170145-0013.flac,4.8,1462
158,1462-170145-0014.flac,2.97,1462
159,1462-170145-0015.flac,6.055,1462
160,1462-170145-0016.flac,4.175,1462
161,1462-170145-0017.flac,3.255,1462
162,1462-170145-0018.flac,2.025,1462
163,1462-170145-0019.flac,2.69,1462
164,1462-170145-0020.flac,2.15,1462
165,1462-170145-0021.flac,2.555,1462
166,1462-170145-0022.flac,6.51,1462
167,1673-143396-0000.flac,14.675,1673
168,1673-143396-0001.flac,14.05,1673
169,1673-143396-0002.flac,7.85,1673
170,1673-143396-0003.flac,11.355,1673
171,1673-143396-0004.flac,19.915,1673
172,1673-143396-0005.flac,11.74,1673
173,1673-143396-0006.flac,15.92,1673
174,1673-143396-0007.flac,7.095,1673
175,1673-143396-0008.flac,17.65,1673
176,1673-143396-0009.flac,16.46,1673
177,1673-143396-0010.flac,11.995,1673
178,1673-143396-0011.flac,16.415,1673
179,1673-143396-0012.flac,14.47,1673
180,1673-143396-0013.flac,15.52,1673
181,1673-143396-0014.flac,13.985,1673
182,1673-143396-0015.flac,6.305,1673
183,1673-143396-0016.flac,14.455,1673
184,1673-143396-0017.flac,8.43,1673
185,1673-143396-0018.flac,12.655,1673
186,1673-143396-0019.flac,15.485,1673
187,1673-143396-0020.flac,15.02,1673
188,1673-143397-0000.flac,9.35,1673
189,1673-143397-0001.flac,8.895,1673
190,1673-143397-0002.flac,13.03,1673
191,1673-143397-0003.flac,11.18,1673
192,1673-143397-0004.flac,12.07,1673
193,1673-143397-0005.flac,9.895,1673
194,1673-143397-0006.flac,8.535,1673
195,1673-143397-0007.flac,5.16,1673
196,1673-143397-0008.flac,4.275,1673
197,1673-143397-0009.flac,3.6,1673
198,1673-143397-0010.flac,12.0,1673
199,1673-143397-0011.flac,14.195,1673
200,1673-143397-0012.flac,9.33,1673
201,1673-143397-0013.flac,6.675,1673
202,1673-143397-0014.flac,9.395,1673
203,1673-143397-0015.flac,6.345,1673
204,1673-143397-0016.flac,15.285,1673
205,1673-143397-0017.flac,7.055,1673
206,1673-143397-0018.flac,4.265,1673
207,1673-143397-0019.flac,15.695,1673
208,1673-143397-0020.flac,16.32,1673
209,174-168635-0000.flac,4.53,174
210,174-168635-0001.flac,4.65,174
211,174-168635-0002.flac,15.86,174
212,174-168635-0003.flac,13.18,174
213,174-168635-0004.flac,12.77,174
214,174-168635-0005.flac,7.93,174
215,174-168635-0006.flac,6.57,174
216,174-168635-0007.flac,10.21,174
217,174-168635-0008.flac,10.235,174
218,174-168635-0009.flac,3.28,174
219,174-168635-0010.flac,10.06,174
220,174-168635-0011.flac,4.645,174
221,174-168635-0012.flac,8.36,174
222,174-168635-0013.flac,5.87,174
223,174-168635-0014.flac,4.825,174
224,174-168635-0015.flac,4.19,174
225,174-168635-0016.flac,7.06,174
226,174-168635-0017.flac,4.57,174
227,174-168635-0018.flac,27.11,174
228,174-168635-0019.flac,8.0,174
229,174-168635-0020.flac,4.62,174
230,174-168635-0021.flac,4.17,174
231,174-168635-0022.flac,4.335,174
232,174-50561-0000.flac,4.02,174
233,174-50561-0001.flac,15.86,174
234,174-50561-0002.flac,2.145,174
235,174-50561-0003.flac,3.34,174
236,174-50561-0004.flac,2.06,174
237,174-50561-0005.flac,5.705,174
238,174-50561-0006.flac,5.215,174
239,174-50561-0007.flac,10.855,174
240,174-50561-0008.flac,16.31,174
241,174-50561-0009.flac,2.04,174
242,174-50561-0010.flac,14.91,174
243,174-50561-0011.flac,9.52,174
244,174-50561-0012.flac,2.07,174
245,174-50561-0013.flac,10.615,174
246,174-50561-0014.flac,1.8,174
247,174-50561-0015.flac,16.76,174
248,174-50561-0016.flac,13.455,174
249,174-50561-0017.flac,2.825,174
250,174-50561-0018.flac,2.12,174
251,174-50561-0019.flac,4.26,174
252,174-84280-0000.flac,2.4,174
253,174-84280-0001.flac,18.33,174
254,174-84280-0002.flac,12.2,174
255,174-84280-0003.flac,7.445,174
256,174-84280-0004.flac,20.53,174
257,174-84280-0005.flac,8.61,174
258,174-84280-0006.flac,7.03,174
259,174-84280-0007.flac,9.73,174
260,174-84280-0008.flac,4.52,174
261,174-84280-0009.flac,3.1,174
262,174-84280-0010.flac,4.36,174
263,174-84280-0011.flac,3.355,174
264,174-84280-0012.flac,14.43,174
265,174-84280-0013.flac,16.86,174
266,174-84280-0014.flac,3.01,174
267,174-84280-0015.flac,13.73,174
268,1919-142785-0000.flac,2.66,1919
269,1919-142785-0001.flac,11.05,1919
270,1919-142785-0002.flac,10.26,1919
271,1919-142785-0003.flac,5.405,1919
272,1919-142785-0004.flac,8.17,1919
273,1919-142785-0005.flac,18.86,1919
274,1919-142785-0006.flac,2.8,1919
275,1919-142785-0007.flac,26.625,1919
276,1919-142785-0008.flac,20.285,1919
277,1919-142785-0009.flac,5.84,1919
278,1919-142785-0010.flac,11.505,1919
279,1919-142785-0011.flac,14.0,1919
280,1919-142785-0012.flac,5.405,1919
281,1919-142785-0013.flac,6.01,1919
282,1919-142785-0014.flac,8.13,1919
283,1919-142785-0015.flac,4.29,1919
284,1919-142785-0016.flac,2.78,1919
285,1919-142785-0017.flac,7.105,1919
286,1919-142785-0018.flac,7.06,1919
287,1919-142785-0019.flac,8.38,1919
288,1919-142785-0020.flac,9.34,1919
289,1919-142785-0021.flac,1.69,1919
290,1919-142785-0022.flac,6.77,1919
291,1919-142785-0023.flac,7.24,1919
292,1919-142785-0024.flac,2.86,1919
293,1919-142785-0025.flac,8.005,1919
294,1919-142785-0026.flac,5.655,1919
295,1919-142785-0027.flac,9.535,1919
296,1919-142785-0028.flac,5.16,1919
297,1919-142785-0029.flac,2.625,1919
298,1919-142785-0030.flac,9.37,1919
299,1919-142785-0031.flac,5.155,1919
300,1919-142785-0032.flac,5.92,1919
301,1919-142785-0033.flac,7.71,1919
302,1919-142785-0034.flac,3.68,1919
303,1919-142785-0035.flac,3.61,1919
304,1919-142785-0036.flac,13.875,1919
305,1919-142785-0037.flac,2.97,1919
306,1919-142785-0038.flac,5.905,1919
307,1919-142785-0039.flac,2.88,1919
308,1919-142785-0040.flac,7.92,1919
309,1919-142785-0041.flac,12.15,1919
310,1919-142785-0042.flac,3.87,1919
311,1919-142785-0043.flac,7.085,1919
312,1919-142785-0044.flac,5.77,1919
313,1919-142785-0045.flac,6.11,1919
314,1919-142785-0046.flac,2.635,1919
315,1919-142785-0047.flac,17.665,1919
316,1919-142785-0048.flac,1.84,1919
317,1919-142785-0049.flac,15.835,1919
318,1919-142785-0050.flac,8.79,1919
319,1919-142785-0051.flac,9.29,1919
320,1919-142785-0052.flac,3.1,1919
321,1919-142785-0053.flac,11.06,1919
322,1919-142785-0054.flac,7.725,1919
323,1919-142785-0055.flac,9.51,1919
324,1919-142785-0056.flac,2.1,1919
325,1919-142785-0057.flac,8.31,1919
326,1919-142785-0058.flac,2.36,1919
327,1919-142785-0059.flac,8.745,1919
328,1919-142785-0060.flac,7.405,1919
329,1919-142785-0061.flac,17.43,1919
330,1919-142785-0062.flac,4.14,1919
331,1919-142785-0063.flac,2.8,1919
332,1988-147956-0000.flac,14.95,1988
333,1988-147956-0001.flac,14.21,1988
334,1988-147956-0002.flac,4.395,1988
335,1988-147956-0003.flac,2.495,1988
336,1988-147956-0004.flac,9.025,1988
337,1988-147956-0005.flac,3.47,1988
338,1988-147956-0006.flac,5.38,1988
339,1988-147956-0007.flac,5.865,1988
340,1988-147956-0008.flac,14.92,1988
341,1988-147956-0009.flac,5.16,1988
342,1988-147956-0010.flac,3.855,1988
343,1988-147956-0011.flac,5.23,1988
344,1988-147956-0012.flac,4.57,1988
345,1988-147956-0013.flac,2.89,1988
346,1988-147956-0014.flac,2.185,1988
347,1988-147956-0015.flac,4.175,1988
348,1988-147956-0016.flac,3.17,1988
349,1988-147956-0017.flac,6.3,1988
350,1988-147956-0018.flac,3.535,1988
351,1988-147956-0019.flac,6.135,1988
352,1988-147956-0020.flac,6.78,1988
353,1988-147956-0021.flac,4.935,1988
354,1988-147956-0022.flac,7.54,1988
355,1988-147956-0023.flac,4.14,1988
356,1988-147956-0024.flac,3.085,1988
357,1988-147956-0025.flac,2.41,1988
358,1988-147956-0026.flac,6.915,1988
359,1988-147956-0027.flac,7.73,1988
360,1988-147956-0028.flac,5.88,1988
361,1988-147956-0029.flac,5.65,1988
362,1988-148538-0000.flac,16.825,1988
363,1988-148538-0001.flac,11.02,1988
364,1988-148538-0002.flac,4.45,1988
365,1988-148538-0003.flac,5.58,1988
366,1988-148538-0004.flac,13.7,1988
367,1988-148538-0005.flac,16.35,1988
368,1988-148538-0006.flac,22.865,1988
369,1988-148538-0007.flac,7.44,1988
370,1988-148538-0008.flac,6.815,1988
371,1988-148538-0009.flac,7.4,1988
372,1988-148538-0010.flac,8.685,1988
373,1988-148538-0011.flac,9.55,1988
374,1988-148538-0012.flac,13.655,1988
375,1988-148538-0013.flac,10.405,1988
376,1988-148538-0014.flac,10.615,1988
377,1988-148538-0015.flac,17.335,1988
378,1988-24833-0000.flac,3.32,1988
379,1988-24833-0001.flac,7.895,1988
380,1988-24833-0002.flac,4.555,1988
381,1988-24833-0003.flac,5.16,1988
382,1988-24833-0004.flac,5.5,1988
383,1988-24833-0005.flac,6.455,1988
384,1988-24833-0006.flac,1.98,1988
385,1988-24833-0007.flac,5.28,1988
386,1988-24833-0008.flac,2.47,1988
387,1988-24833-0009.flac,6.52,1988
388,1988-24833-0010.flac,3.03,1988
389,1988-24833-0011.flac,9.69,1988
390,1988-24833-0012.flac,3.64,1988
391,1988-24833-0013.flac,5.535,1988
392,1988-24833-0014.flac,2.53,1988
393,1988-24833-0015.flac,4.745,1988
394,1988-24833-0016.flac,2.455,1988
395,1988-24833-0017.flac,6.12,1988
396,1988-24833-0018.flac,5.35,1988
397,1988-24833-0019.flac,2.715,1988
398,1988-24833-0020.flac,6.4,1988
399,1988-24833-0021.flac,4.28,1988
400,1988-24833-0022.flac,2.765,1988
401,1988-24833-0023.flac,4.32,1988
402,1988-24833-0024.flac,6.005,1988
403,1988-24833-0025.flac,2.91,1988
404,1988-24833-0026.flac,2.595,1988
405,1988-24833-0027.flac,2.545,1988
406,1988-24833-0028.flac,2.95,1988
407,1993-147149-0000.flac,6.715,1993
408,1993-147149-0001.flac,9.535,1993
409,1993-147149-0002.flac,5.76,1993
410,1993-147149-0003.flac,14.3,1993
411,1993-147149-0004.flac,7.4,1993
412,1993-147149-0005.flac,7.98,1993
413,1993-147149-0006.flac,27.88,1993
414,1993-147149-0007.flac,7.91,1993
415,1993-147149-0008.flac,3.39,1993
416,1993-147149-0009.flac,17.28,1993
417,1993-147149-0010.flac,3.28,1993
418,1993-147149-0011.flac,3.12,1993
419,1993-147149-0012.flac,5.28,1993
420,1993-147149-0013.flac,5.075,1993
421,1993-147149-0014.flac,3.055,1993
422,1993-147149-0015.flac,8.26,1993
423,1993-147149-0016.flac,5.845,1993
424,1993-147149-0017.flac,3.78,1993
425,1993-147149-0018.flac,13.29,1993
426,1993-147149-0019.flac,6.96,1993
427,1993-147149-0020.flac,16.98,1993
428,1993-147149-0021.flac,10.49,1993
429,1993-147149-0022.flac,16.54,1993
430,1993-147149-0023.flac,10.7,1993
431,1993-147149-0024.flac,11.69,1993
432,1993-147149-0025.flac,9.645,1993
433,1993-147149-0026.flac,2.255,1993
434,1993-147149-0027.flac,16.9,1993
435,1993-147149-0028.flac,10.17,1993
436,1993-147149-0029.flac,11.665,1993
437,1993-147149-0030.flac,15.52,1993
438,1993-147964-0000.flac,8.42,1993
439,1993-147964-0001.flac,4.75,1993
440,1993-147964-0002.flac,6.33,1993
441,1993-147964-0003.flac,4.685,1993
442,1993-147964-0004.flac,7.3,1993
443,1993-147964-0005.flac,10.515,1993
444,1993-147964-0006.flac,3.47,1993
445,1993-147964-0007.flac,6.865,1993
446,1993-147964-0008.flac,7.04,1993
447,1993-147964-0009.flac,8.97,1993
448,1993-147964-0010.flac,20.565,1993
449,1993-147965-0000.flac,4.37,1993
450,1993-147965-0001.flac,2.685,1993
451,1993-147965-0002.flac,9.36,1993
452,1993-147965-0003.flac,7.375,1993
453,1993-147965-0004.flac,2.915,1993
454,1993-147965-0005.flac,8.66,1993
455,1993-147965-0006.flac,8.83,1993
456,1993-147965-0007.flac,7.57,1993
457,1993-147965-0008.flac,5.5,1993
458,1993-147966-0000.flac,11.135,1993
459,1993-147966-0001.flac,12.565,1993
460,1993-147966-0002.flac,4.185,1993
461,1993-147966-0003.flac,2.595,1993
462,1993-147966-0004.flac,4.865,1993
463,1993-147966-0005.flac,3.345,1993
464,1993-147966-0006.flac,3.29,1993
465,2035-147960-0000.flac,9.02,2035
466,2035-147960-0001.flac,3.925,2035
467,2035-147960-0002.flac,8.84,2035
468,2035-147960-0003.flac,5.84,2035
469,2035-147960-0004.flac,4.17,2035
470,2035-147960-0005.flac,6.585,2035
471,2035-147960-0006.flac,3.315,2035
472,2035-147960-0007.flac,4.6,2035
473,2035-147960-0008.flac,6.21,2035
474,2035-147960-0009.flac,3.5,2035
475,2035-147960-0010.flac,9.585,2035
476,2035-147960-0011.flac,4.38,2035
477,2035-147960-0012.flac,4.255,2035
478,2035-147960-0013.flac,2.675,2035
479,2035-147960-0014.flac,4.465,2035
480,2035-147960-0015.flac,1.56,2035
481,2035-147960-0016.flac,4.895,2035
482,2035-147961-0000.flac,15.07,2035
483,2035-147961-0001.flac,4.415,2035
484,2035-147961-0002.flac,6.995,2035
485,2035-147961-0003.flac,2.695,2035
486,2035-147961-0004.flac,5.965,2035
487,2035-147961-0005.flac,9.42,2035
488,2035-147961-0006.flac,2.795,2035
489,2035-147961-0007.flac,3.1,2035
490,2035-147961-0008.flac,4.25,2035
491,2035-147961-0009.flac,2.875,2035
492,2035-147961-0010.flac,2.91,2035
493,2035-147961-0011.flac,5.72,2035
494,2035-147961-0012.flac,4.025,2035
495,2035-147961-0013.flac,4.98,2035
496,2035-147961-0014.flac,3.92,2035
497,2035-147961-0015.flac,2.785,2035
498,2035-147961-0016.flac,3.265,2035
499,2035-147961-0017.flac,2.01,2035
500,2035-147961-0018.flac,5.59,2035
501,2035-147961-0019.flac,4.77,2035
502,2035-147961-0020.flac,3.63,2035
503,2035-147961-0021.flac,10.895,2035
504,2035-147961-0022.flac,3.415,2035
505,2035-147961-0023.flac,4.31,2035
506,2035-147961-0024.flac,3.81,2035
507,2035-147961-0025.flac,5.525,2035
508,2035-147961-0026.flac,2.875,2035
509,2035-147961-0027.flac,2.875,2035
510,2035-147961-0028.flac,2.705,2035
511,2035-147961-0029.flac,3.73,2035
512,2035-147961-0030.flac,3.85,2035
513,2035-147961-0031.flac,3.55,2035
514,2035-147961-0032.flac,13.86,2035
515,2035-147961-0033.flac,1.945,2035
516,2035-147961-0034.flac,2.805,2035
517,2035-147961-0035.flac,5.445,2035
518,2035-147961-0036.flac,4.48,2035
519,2035-147961-0037.flac,4.835,2035
520,2035-147961-0038.flac,4.715,2035
521,2035-147961-0039.flac,5.35,2035
522,2035-147961-0040.flac,4.94,2035
523,2035-152373-0000.flac,7.875,2035
524,2035-152373-0001.flac,16.67,2035
525,2035-152373-0002.flac,9.34,2035
526,2035-152373-0003.flac,6.415,2035
527,2035-152373-0004.flac,7.34,2035
528,2035-152373-0005.flac,24.03,2035
529,2035-152373-0006.flac,7.71,2035
530,2035-152373-0007.flac,12.94,2035
531,2035-152373-0008.flac,6.665,2035
532,2035-152373-0009.flac,17.32,2035
533,2035-152373-0010.flac,7.6,2035
534,2035-152373-0011.flac,10.465,2035
535,2035-152373-0012.flac,10.23,2035
536,2035-152373-0013.flac,20.47,2035
537,2035-152373-0014.flac,7.35,2035
538,2035-152373-0015.flac,8.51,2035
539,2035-152373-0016.flac,6.59,2035
540,2035-152373-0017.flac,7.855,2035
541,2035-152373-0018.flac,6.015,2035
542,2078-142845-0000.flac,2.195,2078
543,2078-142845-0001.flac,2.135,2078
544,2078-142845-0002.flac,2.915,2078
545,2078-142845-0003.flac,2.075,2078
546,2078-142845-0004.flac,23.175,2078
547,2078-142845-0005.flac,31.375,2078
548,2078-142845-0006.flac,14.645,2078
549,2078-142845-0007.flac,20.74,2078
550,2078-142845-0008.flac,19.38,2078
551,2078-142845-0009.flac,3.435,2078
552,2078-142845-0010.flac,14.41,2078
553,2078-142845-0011.flac,4.53,2078
554,2078-142845-0012.flac,13.24,2078
555,2078-142845-0013.flac,9.855,2078
556,2078-142845-0014.flac,8.2,2078
557,2078-142845-0015.flac,9.84,2078
558,2078-142845-0016.flac,3.53,2078
559,2078-142845-0017.flac,6.485,2078
560,2078-142845-0018.flac,5.33,2078
561,2078-142845-0019.flac,9.405,2078
562,2078-142845-0020.flac,9.42,2078
563,2078-142845-0021.flac,6.14,2078
564,2078-142845-0022.flac,2.3,2078
565,2078-142845-0023.flac,1.75,2078
566,2078-142845-0024.flac,2.21,2078
567,2078-142845-0025.flac,29.06,2078
568,2078-142845-0026.flac,2.475,2078
569,2078-142845-0027.flac,8.73,2078
570,2078-142845-0028.flac,11.425,2078
571,2078-142845-0029.flac,4.87,2078
572,2078-142845-0030.flac,12.04,2078
573,2078-142845-0031.flac,16.74,2078
574,2078-142845-0032.flac,12.94,2078
575,2078-142845-0033.flac,11.385,2078
576,2078-142845-0034.flac,9.755,2078
577,2078-142845-0035.flac,4.22,2078
578,2078-142845-0036.flac,3.72,2078
579,2078-142845-0037.flac,15.87,2078
580,2078-142845-0038.flac,4.52,2078
581,2078-142845-0039.flac,20.95,2078
582,2078-142845-0040.flac,7.015,2078
583,2078-142845-0041.flac,2.66,2078
584,2078-142845-0042.flac,4.23,2078
585,2078-142845-0043.flac,21.005,2078
586,2078-142845-0044.flac,2.325,2078
587,2078-142845-0045.flac,7.135,2078
588,2078-142845-0046.flac,5.355,2078
589,2078-142845-0047.flac,11.46,2078
590,2078-142845-0048.flac,2.2,2078
591,2078-142845-0049.flac,2.87,2078
592,2078-142845-0050.flac,7.725,2078
593,2078-142845-0051.flac,10.36,2078
594,2086-149214-0000.flac,9.81,2086
595,2086-149214-0001.flac,6.97,2086
596,2086-149214-0002.flac,16.745,2086
597,2086-149214-0003.flac,8.995,2086
598,2086-149214-0004.flac,15.22,2086
599,2086-149220-0000.flac,12.095,2086
600,2086-149220-0001.flac,19.78,2086
601,2086-149220-0002.flac,16.01,2086
602,2086-149220-0003.flac,22.81,2086
603,2086-149220-0004.flac,7.22,2086
604,2086-149220-0005.flac,9.09,2086
605,2086-149220-0006.flac,10.35,2086
606,2086-149220-0007.flac,5.24,2086
607,2086-149220-0008.flac,8.89,2086
608,2086-149220-0009.flac,10.6,2086
609,2086-149220-0010.flac,13.95,2086
610,2086-149220-0011.flac,19.43,2086
611,2086-149220-0012.flac,14.995,2086
612,2086-149220-0013.flac,17.57,2086
613,2086-149220-0014.flac,9.58,2086
614,2086-149220-0015.flac,8.19,2086
615,2086-149220-0016.flac,7.52,2086
616,2086-149220-0017.flac,8.7,2086
617,2086-149220-0018.flac,6.83,2086
618,2086-149220-0019.flac,13.18,2086
619,2086-149220-0020.flac,2.93,2086
620,2086-149220-0021.flac,3.335,2086
621,2086-149220-0022.flac,9.265,2086
622,2086-149220-0023.flac,7.365,2086
623,2086-149220-0024.flac,3.805,2086
624,2086-149220-0025.flac,10.255,2086
625,2086-149220-0026.flac,4.81,2086
626,2086-149220-0027.flac,4.245,2086
627,2086-149220-0028.flac,2.855,2086
628,2086-149220-0029.flac,5.58,2086
629,2086-149220-0030.flac,8.1,2086
630,2086-149220-0031.flac,8.58,2086
631,2086-149220-0032.flac,3.76,2086
632,2086-149220-0033.flac,7.435,2086
633,2086-149220-0034.flac,5.91,2086
634,2086-149220-0035.flac,10.55,2086
635,2086-149220-0036.flac,6.32,2086
636,2086-149220-0037.flac,4.835,2086
637,2086-149220-0038.flac,4.35,2086
638,2086-149220-0039.flac,2.48,2086
639,2086-149220-0040.flac,6.7,2086
640,2086-149220-0041.flac,14.805,2086
641,2086-149220-0042.flac,2.84,2086
642,2086-149220-0043.flac,2.77,2086
643,2086-149220-0044.flac,3.95,2086
644,2086-149220-0045.flac,4.545,2086
645,2086-149220-0046.flac,3.415,2086
646,2086-149220-0047.flac,3.92,2086
647,2086-149220-0048.flac,11.31,2086
648,2086-149220-0049.flac,11.605,2086
649,2277-149874-0000.flac,15.505,2277
650,2277-149874-0001.flac,7.04,2277
651,2277-149874-0002.flac,5.095,2277
652,2277-149874-0003.flac,7.7,2277
653,2277-149874-0004.flac,3.215,2277
654,2277-149874-0005.flac,6.37,2277
655,2277-149874-0006.flac,2.745,2277
656,2277-149874-0007.flac,4.4,2277
657,2277-149874-0008.flac,5.385,2277
658,2277-149874-0009.flac,3.35,2277
659,2277-149874-0010.flac,7.42,2277
660,2277-149874-0011.flac,2.465,2277
661,2277-149874-0012.flac,5.08,2277
662,2277-149874-0013.flac,3.16,2277
663,2277-149874-0014.flac,8.6,2277
664,2277-149874-0015.flac,4.73,2277
665,2277-149874-0016.flac,5.325,2277
666,2277-149874-0017.flac,3.36,2277
667,2277-149874-0018.flac,5.02,2277
668,2277-149874-0019.flac,8.45,2277
669,2277-149874-0020.flac,7.38,2277
670,2277-149874-0021.flac,2.985,2277
